county,code,category,direction,is_rule8,is_conversion_artifact,n_rows,total_amount,notes
adair,SFIJC,,,FALSE,FALSE,75,43161.2,"SHERIFF'S FUND - INMATE JAIL COSTS Pursuant to 12 O.S. § 39,"
adair,FINE,,,FALSE,FALSE,121,24145,FINES PAYABLE TO COUNTY
adair,OCISR,,,FALSE,FALSE,566,14019,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
adair,AC53,,,FALSE,FALSE,37,8100,(FORMERLY PC04) IDS ATTORNEY FEES - CRIMINAL ONLY
adair,CTFD,,,FALSE,FALSE,30,6850,COURT FUND ASSESSMENT
adair,COSTM,,,FALSE,FALSE,81,6723,COURT COSTS ON MISDEMEANOR
adair,TCARF,,,FALSE,FALSE,175,6430,TRAUMA CARE ASSISTANCE REVOLVING FUND
adair,VCA,,,FALSE,FALSE,66,5815.55,VICTIMS COMPENSATION ASSESSMENT (AC12)
adair,SFC,,,FALSE,FALSE,13,5779.39,CASE SENT FOR COLLECTION. BATCH ID: 20191001-2462 - COLLECTI
adair,BWIFA,,,FALSE,FALSE,112,5553,"BENCH WARRANT ISSUED FAILED TO APPEAR, JUDGE: L. BROWN - BON"
adair,COSTF,,,FALSE,FALSE,54,5542,COURT COSTS ON FELONY
adair,BWIFC,,,FALSE,FALSE,81,4050,"BENCH WARRANT ISSUED - FAILURE TO COMPLY, JUDGE: L. BROWN - "
adair,COSTT,,,FALSE,FALSE,45,3955,TRAFFIC COSTS
adair,DCADMIN,,,FALSE,FALSE,143,3519.81,DISTRICT COURT ADMINISTRATIVE FEE
adair,ATFEE,,,FALSE,FALSE,17,3450,COURT APPOINTED ATTORNEY FEE ASSESSED TO DEFENDANT (OIDS)***
adair,AC26,,,FALSE,FALSE,9,3210,DA DRUG FUND
adair,BWIFP,,,FALSE,FALSE,62,3100,"BENCH WARRANT ISSUED FAILED TO PAY, JUDGE: L. BROWN - BOND A"
adair,BO,,,FALSE,FALSE,160,3000,"PROFESSIONAL BOND FOR JONES, ANTHONY RANDELL POSTED BY DOHER"
adair,CCADMIN,,,FALSE,FALSE,184,2808.26,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
adair,COSTD,,,FALSE,FALSE,8,2659,COURT COSTS ON DUI
adair,BOJ,,,FALSE,FALSE,104,2600,BOND INITIAL FILING JAIL FUND FEE
adair,DADRUG,,,FALSE,FALSE,8,2531,DISTRICT ATTORNEY DRUG ASSESSMENT***
adair,AIDS,,,FALSE,FALSE,59,2360,APPLICATION FOR INDIGENT DEFENSE
adair,BWIFAP,,,FALSE,FALSE,45,2250,"BENCH WARRANT ISSUED FAILED TO APPEAR AND PAY, JUDGE: L. BRO"
adair,DPSFEE,,,FALSE,FALSE,56,2156,DPS PATROL VEHICLE FUND FEE ASSESSMENT
adair,DACPAM,,,FALSE,FALSE,76,2085,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
adair,CTS,,,FALSE,FALSE,41,-2069.6,"CREDIT TIME SERVED FOR THRAILKILL, CHRISTOPHER L IN THE AMOU"
adair,BDFOR,,,FALSE,FALSE,1,2000,BOND FORFEITED
adair,DACPAF,,,FALSE,FALSE,47,2000,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
adair,CLEET,,,FALSE,FALSE,173,1653,CLEET PENALTY ASSESSMENT
adair,SSFCHS,,,FALSE,FALSE,164,1618,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
adair,AFIS,,,FALSE,FALSE,173,1441,CLEET PENALTY ASSESSMENT FOR AFIS
adair,FOREN,,,FALSE,FALSE,168,1398,FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
adair,BWIAR,,,FALSE,FALSE,25,1250,"BENCH WARRANT ISSUED ON APPLICATION TO REVOKE, JUDGE: L. BRO"
adair,MELRF,,,FALSE,FALSE,119,1190,MEDICAL EXPENSE LIABILITY REVOLVING FUND
adair,PFE7,,,FALSE,FALSE,188,1128,LAW LIBRARY FEE
adair,SSF,,,FALSE,FALSE,192,949,SHERIFF'S SERVICE FEE ON ARRESTS
adair,WAI$,,,FALSE,FALSE,17,850,"WARRANT OF ARREST ISSUED, JUDGE: L. BROWN - BOND AMOUNT: COU"
adair,CFOCTS,,,FALSE,FALSE,6,-826.78,INCARCERATION CREDITS FOR TIME SERVED IN LIEU OF PAYMENT FOR
adair,TCS,,,FALSE,FALSE,16,800,TRANSPORT COST - SHERIFF
adair,DACPAT,,,FALSE,FALSE,44,755.2,DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
adair,BFR,,,FALSE,FALSE,25,-625,BOND FEE REALLOCATION FROM COURT FUND
adair,BOJD,,,FALSE,FALSE,25,625,BOND INITIAL FILING JAIL FUND FEE
adair,ADJUST,,,FALSE,FALSE,181,600.22,ADJUSTING ENTRY: MONIES DUE TO AC09-CARD ALLOCATION
adair,BWIAA,,,FALSE,FALSE,11,550,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE, JUDGE: L."
adair,CBWF1,,,FALSE,FALSE,106,530,CLERK'S BENCH WARRANT FEE {TITLE 22 O.S.966A}
adair,AC55,,,FALSE,FALSE,3,495,(FORMERLY PC06) OSBI LAB ANALYSIS - CRIMINAL ONLY
adair,AGVSU,,,FALSE,FALSE,162,479.2,ATTORNEY GENERAL VICTIM SERVICES UNIT
adair,CHAB,,,FALSE,FALSE,162,479.2,C.H.A.B. STATUTORY FEE
adair,SS,,,FALSE,FALSE,8,450,"SUBPOENA SERVED Pursuant to 12 O.S. § 39, Document Available"
adair,DCADMIN25,,,FALSE,FALSE,95,356.25,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
adair,CCADMIN25,,,FALSE,FALSE,123,307.5,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
adair,DRUG,,,FALSE,FALSE,3,300,DRUG ABUSE EDUCATION/TREATMENT FEE
adair,AC80,,,FALSE,FALSE,29,275,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
adair,AC01,,,FALSE,FALSE,31,-250,MAIL FEE
adair,DTFA,,,FALSE,FALSE,1,250,DRUG TRAFFICKING FINES-ARRESTING AGENCY
adair,DTFC,,,FALSE,FALSE,1,250,DRUG TRAFFICKING FINES-COURT FUND
adair,DTFE,,,FALSE,FALSE,1,250,DRUG TRAFFICKING FINES-DEPARTMENT OF EDUCATION DRUG ABUSE RE
adair,DTFR,,,FALSE,FALSE,1,250,DRUG TRAFFICKING FINES-DISTRICT ATTORNEY REVOLVING FUND
adair,O&J,,,FALSE,FALSE,17,157.44,ORDER & JUDGMENT OF FORFEITURE- CERTIFIED COPY BY CERTIFIED 
adair,BOTRF,,,FALSE,FALSE,4,140,A BOND FROM CASE # NF-2016-30 DATED 09/22/2016 HAS BEEN TRAN
adair,COSTS,,,FALSE,FALSE,4,134.88,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
adair,BNDE,,,FALSE,FALSE,21,105,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
adair,AC78,,,FALSE,FALSE,1,100,OKLAHOMA DEPARTMENT OF HEALTH/TRAUMA CARE FUND***
adair,BWIFAA,,,FALSE,FALSE,2,100,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO AC
adair,RET,,,FALSE,FALSE,2,100,RETURN SERVED DARYLL BUSCHER ON 6-18-2014 Document Available
adair,SIS$,,,FALSE,FALSE,2,100,SUBPOENA ISSUED - SHERIFF STEVEN ROBERTS PHIL VANDYKE MICHAE
adair,TCARFF,,,FALSE,FALSE,1,100,TRAUMA CARE ASSISTANCE REVOLVING FUND FINE
adair,DCADMIN25D,,,FALSE,FALSE,25,93.75,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
adair,TR,,,FALSE,FALSE,2,85,TRANSCRIPT
adair,CBELT,,,FALSE,FALSE,8,80,COURT COSTS ON SEAT BELT VIOLATION
adair,WICF,,,FALSE,FALSE,9,79.04,WARRANT INTERCEPT 3% COLLECTION FEE
adair,IDEA,,,FALSE,FALSE,5,75,DPS IMPAIRED DRIVER DATABASE FEE
adair,SFCCC,,,FALSE,FALSE,13,65,ADDITION OF 10% FOR WARRANT COLLECTION
adair,SFCSF,,,FALSE,FALSE,13,-65,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
adair,CCADMIN25D,,,FALSE,FALSE,25,62.5,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
adair,WINC,,,FALSE,FALSE,6,60,NOTICE OF CLAIM OKLAHOMA TAX COMMISSION WARRANT INTERCEPT
adair,BWIFAR,,,FALSE,FALSE,1,50,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO RE
adair,AC87,,,FALSE,FALSE,1,35.9,WARRANTS COLLECTIONS
adair,AC52,,,FALSE,FALSE,1,25,STILWELL CAN
adair,AC31,,,FALSE,FALSE,9,-22.5,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
adair,AC79,,,FALSE,FALSE,1,20,ADJUSTMENT
adair,CRF,,,FALSE,FALSE,1,20,COURT REPORTER FEE-TRIAL ON MERITS Document Available (#1036
adair,CRFD,,,FALSE,FALSE,1,20,COURT REPORTER FEE ON DISPOSITION Document Available (#10319
adair,MSF,,,FALSE,FALSE,2,20,MAILING SERVICE FEE FOR COST DUE LETTER ($ 10.00) - PAYMENT 
adair,DCADMIN10,,,FALSE,FALSE,8,12,DISTRICT COURT ADMINISTRATIVE FEE ON $10 COLLECTIONS
adair,CCADMINC,,,FALSE,FALSE,5,4.9,COURT CLERK ADMINISTRATIVE FEE ON CLEET COLLECTIONS
adair,CCADMINA,,,FALSE,FALSE,5,4.5,COURT CLERK ADMINISTRATIVE FEE ON AFIS COLLECTIONS
canadian,FINE,,,FALSE,FALSE,153,46554.5,FINES PAYABLE TO COUNTY
canadian,SFIJC,,,FALSE,FALSE,48,41962.4,SHERIFF'S FUND - INMATE JAIL COSTS
canadian,SFC,,,FALSE,FALSE,26,17274.13,CASE SENT FOR COLLECTION. BATCH ID: 20220922-1734 - COLLECTI
canadian,CFOWAV,,,FALSE,FALSE,102,-13310.06,"WAIVER OF COURT FINANCIAL OBLIGATION FOR HAVENER, ROBERT LYN"
canadian,VCA,,,FALSE,FALSE,130,12890,VICTIMS COMPENSATION ASSESSMENT (AC12)
canadian,OCISR,,,FALSE,FALSE,424,10514,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
canadian,TCARF,,,FALSE,FALSE,167,7250,TRAUMA CARE ASSISTANCE REVOLVING FUND
canadian,COSTF,,,FALSE,FALSE,65,6680,COURT COSTS ON FELONY
canadian,ATFEE,,,FALSE,FALSE,32,5920.94,COURT APPOINTED ATTORNEY FEE ASSESSED TO DEFENDANT (OIDS) CO
canadian,COSTM,,,FALSE,FALSE,63,5229,COURT COSTS ON MISDEMEANOR
canadian,CFIJC,,,FALSE,FALSE,46,4817.6,CLERK FEE - INMATE JAIL COSTS
canadian,DAIJC,,,FALSE,FALSE,51,4703.29,DA FEE - INMATE JAIL COSTS
canadian,DPSFEE,,,FALSE,FALSE,67,4261,DPS PATROL VEHICLE FUND FEE ASSESSMENT
canadian,DCADMIN,,,FALSE,FALSE,139,3843.66,DISTRICT COURT ADMINISTRATIVE FEE
canadian,CCADMIN,,,FALSE,FALSE,183,3815.26,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
canadian,COSTT,,,FALSE,FALSE,42,3696,TRAFFIC COSTS
canadian,BOJ,,,FALSE,FALSE,138,3450,BOND INITIAL FILING JAIL FUND FEE
canadian,RETBW,,,FALSE,FALSE,9,3344.17,"WARRANT RETURNED 5/19/2022, WARRANT ISSUED ON 3/24/2008, WAR"
canadian,CNP,,,FALSE,FALSE,3,-3131.51,CASE NOT PROCESSED. BATCH ID: 20240509-2321 - COLLECTION ID:
canadian,BWIFA,,,FALSE,FALSE,62,3100,"BENCH WARRANT ISSUED FAILED TO APPEAR, JUDGE: BOB HUGHEY - B"
canadian,BWIFC,,,FALSE,FALSE,60,3000,"BENCH WARRANT ISSUED - FAILURE TO COMPLY, JUDGE: JACK MCCURD"
canadian,AIDS,,,FALSE,FALSE,66,2640,APPLICATION AND ORDER FOR APPOINTED COUNSEL AND AFFIDAVIT OF
canadian,DACPAF,,,FALSE,FALSE,61,2625,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
canadian,BO,,,FALSE,FALSE,148,2530,"SURETY BOND FOR NORRID, TARA LEANN POSTED BY WILLIAMS, JERI "
canadian,BDFOR,,,FALSE,FALSE,1,2500,BOND FORFEITED-1 YEAR EXPIRED
canadian,COSTD,,,FALSE,FALSE,7,2331,COURT COSTS ON DUI
canadian,CCDUI,,,FALSE,FALSE,14,2303.5,COURT COSTS ON DUI (MUNICIPAL ARREST)
canadian,DACPAM,,,FALSE,FALSE,73,1920,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
canadian,SSFCHS,,,FALSE,FALSE,176,1738,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
canadian,CLEET,,,FALSE,FALSE,178,1702,CLEET PENALTY ASSESSMENT
canadian,RTSUB$,,,FALSE,FALSE,33,1650,RETURN SUBPOENA FILED * GENA CAMPBELL - NO SERVICE - BAD ADD
canadian,MUNI,,,FALSE,FALSE,14,1554.25,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
canadian,AFIS,,,FALSE,FALSE,178,1486,AFIS FEE
canadian,FOREN,,,FALSE,FALSE,177,1483,FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
canadian,MELRF,,,FALSE,FALSE,130,1300,MEDICAL EXPENSE LIABILITY REVOLVING FUND
canadian,WAI$,,,FALSE,FALSE,26,1280,"WARRANT OF ARREST ISSUED, JUDGE: JACK MCCURDY - BOND AMOUNT:"
canadian,DTFA,,,FALSE,FALSE,1,1250,DRUG TRAFFICKING FINES-ARRESTING AGENCY
canadian,DTFC,,,FALSE,FALSE,1,1250,DRUG TRAFFICKING FINES-COURT FUND
canadian,DTFE,,,FALSE,FALSE,1,1250,DRUG TRAFFICKING FINES-DEPARTMENT OF EDUCATION DRUG ABUSE RE
canadian,DTFR,,,FALSE,FALSE,1,1250,DRUG TRAFFICKING FINES-DISTRICT ATTORNEY REVOLVING FUND
canadian,CFOCTS,,,FALSE,FALSE,18,-1195.5,INCARCERATION CREDITS FOR TIME SERVED IN LIEU OF PAYMENT FOR
canadian,ADJUST,,,FALSE,FALSE,535,1172.76,ADJUSTING ENTRY: MONIES DUE TO AC09-CARD ALLOCATION
canadian,BOTRF,,,FALSE,FALSE,52,1170,A BOND FROM CASE # NF-2007-1002 DATED 08/10/2007 HAS BEEN TR
canadian,PFE7,,,FALSE,FALSE,191,1146,LAW LIBRARY FEE
canadian,WFPDA,,,FALSE,FALSE,9,1007.84,WITNESS FEES PAID BY DISTRICT ATTORNEY-CERTIFICATION OF COUR
canadian,SSF,,,FALSE,FALSE,194,959,SHERIFF'S SERVICE FEE ON ARRESTS
canadian,AC01,,,FALSE,FALSE,48,-950,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
canadian,AC80,,,FALSE,FALSE,48,950,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
canadian,RWHCP$,,,FALSE,FALSE,3,926.48,RETURN WRIT - HABEAS CORPUS AD PROSEQUENDUM FILED Document A
canadian,FSIN,,,FALSE,FALSE,15,750,FOREIGN SERVICE - TO SHERIFF OF OKLAHOMA COUNTY (TIMIKA BELL
canadian,DACPAD,,,FALSE,FALSE,9,749.25,DA COUNCIL PROSECUTION ASSESSMENT FOR MUNICIPAL DUI
canadian,DACPAT,,,FALSE,FALSE,42,725.2,DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
canadian,BWIFP,,,FALSE,FALSE,13,650,"BENCH WARRANT ISSUED FAILED TO PAY, JUDGE: GARY MILLER - BON"
canadian,O&J,,,FALSE,FALSE,33,640,ORDER & JUDGMENT OF FORFEITURE- CERTIFIED COPY BY CERTIFIED 
canadian,DNAO,,,FALSE,FALSE,4,600,DNA LAB FEE- - PAY TO OSBI
canadian,LABO,,,FALSE,FALSE,4,600,LAB ANALYSIS FEE- - PAY TO OSBI LAB
canadian,CHAB,,,FALSE,FALSE,176,521.2,C.H.A.B. STATUTORY FEE
canadian,AGVSU,,,FALSE,FALSE,175,518.2,ATTORNEY GENERAL VICTIM SERVICES UNIT
canadian,DCADMIN25,,,FALSE,FALSE,137,513.75,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
canadian,CCADMIN25,,,FALSE,FALSE,181,452.5,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
canadian,PR,,,FALSE,FALSE,18,405,"RECOGNIZANCE BOND FOR BELL, ROY LAMONT POSTED BY BELL, ROY L"
canadian,BWIAA,,,FALSE,FALSE,8,400,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE, JUDGE: CH"
canadian,TCS,,,FALSE,FALSE,7,350,TRANSPORT COST - SHERIFF
canadian,TCARFF,,,FALSE,FALSE,4,330,TRAUMA CARE ASSISTANCE REVOLVING FUND FINE
canadian,AC30,,,FALSE,FALSE,5,297,MUNICIPAL OR AGENCY FINES/FEES CRIMINAL ONLY
canadian,BFR,,,FALSE,FALSE,10,-250,BOND FEE REALLOCATION FROM COURT FUND
canadian,BWIAR,,,FALSE,FALSE,5,250,"BENCH WARRANT ISSUED ON APPLICATION TO REVOKE, JUDGE: CHARLE"
canadian,CTFREE,,,FALSE,FALSE,8,240,CRT MIN. THIS CASE CAME ON TODAY FOR ARRAIGNMENT. DEFT APPEA
canadian,RWHCP,,,FALSE,FALSE,2,237.5,RETURN WRIT - HABEAS CORPUS AD PROSEQUENDUM FILED Document A
canadian,BOJD,,,FALSE,FALSE,9,225,BOND INITIAL FILING JAIL FUND FEE
canadian,IDEA,,,FALSE,FALSE,14,210,DPS IMPAIRED DRIVER DATABASE FEE
canadian,RETWA,,,FALSE,FALSE,2,150.06,"WARRANT RETURNED 8/15/2022, WARRANT ISSUED ON 6/7/2022, WARR"
canadian,CBWF1,,,FALSE,FALSE,30,150,CLERK'S BENCH WARRANT FEE {TITLE 22 O.S.966A}
canadian,RETJS$,,,FALSE,FALSE,3,150,RETURN JUDGMENT & SENTENCE FILED (TRANSPORTED DEF TO LEXINGT
canadian,AC12,,,FALSE,FALSE,3,145,VICTIM'S COMPENSATION ASSESSMENT (VCA) CRIMINAL ONLY
canadian,COSTS,,,FALSE,FALSE,4,134.88,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
canadian,BWIR8,,,FALSE,FALSE,3,130,"BENCH WARRANT ISSUED - RULE 8, JUDGE: EDWARD CUNNINGHAM - BO"
canadian,CRFD,,,FALSE,FALSE,5,100,COURT REPORTER FEE ON DISPOSITION
canadian,DFEE,,,FALSE,FALSE,1,100,DEFERRED SENTENCE FEE
canadian,RETO$,,,FALSE,FALSE,2,100,SHERIFF'S RETURN - FILED Document Available (#1032515982) TI
canadian,AC14,,,FALSE,FALSE,2,95,FINES CIVIL AND CRIMINAL
canadian,BNDE,,,FALSE,FALSE,18,90,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
canadian,AC73,,,FALSE,FALSE,1,50,DA COUNCIL FEE
canadian,BWICA,,,FALSE,FALSE,1,50,"BENCH WARRANT ISSUED - CAUSE, JUDGE: PAUL HESSE - BOND AMOUN"
canadian,FINEDPS,,,FALSE,FALSE,1,50,FINE PAYABLE TO DPS REVOLVING FUND
canadian,SFCCC,,,FALSE,FALSE,10,50,ADDITION OF 10% FOR WARRANT COLLECTION
canadian,SFCSF,,,FALSE,FALSE,10,-50,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
canadian,CBELT,,,FALSE,FALSE,4,40,COURT COSTS ON SEAT BELT VIOLATION
canadian,NOSe,,,FALSE,FALSE,4,40,NOTICE OF ABILITY TO SUSPEND ELECTRONICALLY TRANSFERRED TO T
canadian,DCADMIN25D,,,FALSE,FALSE,8,30,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
canadian,CCADMIN25D,,,FALSE,FALSE,9,22.5,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
canadian,WINC,,,FALSE,FALSE,2,20,NOTICE OF CLAIM OKLAHOMA TAX COMMISSION WARRANT INTERCEPT FI
canadian,AC31,,,FALSE,FALSE,5,-12.5,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
canadian,MSF,,,FALSE,FALSE,1,10,MAILING SERVICE FEE (PER PERSON)
canadian,TEXT,,,FALSE,FALSE,2,8.04,EXCESS FUNDS LESS THAN $10 APPROPRIATED AS PER ADMIN ORDER
canadian,WICF,,,FALSE,FALSE,1,4.38,WARRANT INTERCEPT 3% COLLECTION FEE
canadian,CRIJC,,,FALSE,FALSE,1,1,DA COUNCIL REVOLVING FUND - INMATE JAIL COSTS
cleveland,TCARF,,,FALSE,FALSE,1290,69225,TRAUMA CARE ASSISTANCE REVOLVING FUND
cleveland,ATFEE,,,FALSE,FALSE,230,57306,COURT APPOINTED ATTORNEY FEE ASSESSED TO DEFENDANT
cleveland,DACPAF,,,FALSE,FALSE,1306,48418.76,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
cleveland,COSTM,,,FALSE,FALSE,542,44568.12,COURT COSTS ON MISDEMEANOR
cleveland,TR,,,FALSE,FALSE,47,43119,PAID RETTA BRITTAIN CFV 41624 3-27-14
cleveland,DCADMIN,,,FALSE,FALSE,1108,35996.06,DISTRICT COURT ADMINISTRATIVE FEE
cleveland,DNAO,,,FALSE,FALSE,201,29590.6,DNA LAB FEE- - PAY TO OSBI
cleveland,DTSPEC,,,FALSE,FALSE,1,25000,DRUG TRAFFICKING FINE (4 WAY SPLIT)
cleveland,DPSFEE,,,FALSE,FALSE,308,21891,DPS PATROL VEHICLE FUND FEE ASSESSMENT
cleveland,LABO,,,FALSE,FALSE,140,20400,LAB ANALYSIS FEE- - PAY TO OSBI LAB
cleveland,DTFC,,,FALSE,FALSE,8,20237.5,DRUG TRAFFICKING FINES - COURT FUND
cleveland,DTFA,,,FALSE,FALSE,7,20037.5,DRUG TRAFFICKING FINES - MUNICIPAL ARRESTING AGENCY
cleveland,DTFE,,,FALSE,FALSE,7,20037.5,DRUG TRAFFICKING FINES - DRUG ABUSE EDUCATION FUND
cleveland,DTFR,,,FALSE,FALSE,7,20037.5,DRUG TRAFFICKING FINES - REVOLVING FUND
cleveland,BOFPD,,,FALSE,FALSE,2,20000,"BOND FORFEITURE TENDER- PAID IN CASE $10,000.00"
cleveland,SSFCHS,,,FALSE,FALSE,1896,19008.94,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
cleveland,TEXT,,,FALSE,FALSE,26,17733.01,LUNCH FOR JURY PD/PIZZA SHUTTLE CFV 17627
cleveland,MELRF,,,FALSE,FALSE,1770,17609.99,MEDICAL EXPENSE LIABILITY REVOLVING FUND
cleveland,DRUG,,,FALSE,FALSE,160,16900,DRUG ABUSE EDUCATION/TREATMENT FEE (MENTAL HEALTH)
cleveland,TCS,,,FALSE,FALSE,291,14550,TRANSPORT COST - SHERIFF
cleveland,DACPAM,,,FALSE,FALSE,539,13470,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
cleveland,COSTD,,,FALSE,FALSE,40,12878,COURT COSTS ON DUI
cleveland,BOFTO,,,FALSE,FALSE,3,12000,BOND FORFEITURE TENDER PAID TO STATE
cleveland,COSTT,,,FALSE,FALSE,131,11442,TRAFFIC COSTS
cleveland,CCDUI,,,FALSE,FALSE,65,10790,COURT COSTS ON DUI (MUNICIPAL ARREST)
cleveland,REC02,,,FALSE,FALSE,493,9807,RECEIPTS (2) FOR CERTIFIED MAIL; SAFETY NATIONAL CAS CORP 63
cleveland,BWIFAA,,,FALSE,FALSE,160,8363.18,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO AC
cleveland,AC80,,,FALSE,FALSE,364,7229.3,ADJUSTMENT TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
cleveland,AC33,,,FALSE,FALSE,67,7100,DRUG ABUSE EDUCATION/TREATMENT FUND (MEN.HLTH FEE) CRIMINAL 
cleveland,MUNI,,,FALSE,FALSE,67,6960.5,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
cleveland,BWIFAR,,,FALSE,FALSE,111,5882.92,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO RE
cleveland,CCDA,,,FALSE,FALSE,11,5837.68,CERTIFICATION TO COURT CLERK Document Available (#1003011347
cleveland,CHAB,,,FALSE,FALSE,1869,5573.2,C.H.A.B. STATUTORY FEE
cleveland,AGVSU,,,FALSE,FALSE,1869,5571.7,ATTORNEY GENERAL VICTIM SERVICES UNIT
cleveland,CNP,,,FALSE,FALSE,14,-5095.74,CASE NOT PROCESSED. BATCH ID: 20131023-967 - COLLECTION ID: 
cleveland,DACPAD,,,FALSE,FALSE,50,4162.5,DA COUNCIL PROSECUTION ASSESSMENT FOR MUNICIPAL DUI
cleveland,BFR,,,FALSE,FALSE,136,-3400,BOND FEE REALLOCATION FROM COURT FUND
cleveland,BOJD,,,FALSE,FALSE,136,3400,BOND INITIAL FILING JAIL FUND FEE
cleveland,WFPDA,,,FALSE,FALSE,43,2803.22,WITNESS FEES PAID BY DISTRICT ATTORNEY Document Available (#
cleveland,SIS$,,,FALSE,FALSE,35,2700,SUBPOENA ISSUED - SHERIFF CCSO (1)
