county,code,category,direction,is_rule8,is_conversion_artifact,n_rows,total_amount,notes
ellis,MUNI,,,FALSE,FALSE,1,166.5,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
ellis,BFR,,,FALSE,FALSE,6,-150,BOND FEE REALLOCATION FROM COURT FUND
ellis,AC12,,,FALSE,FALSE,3,135,VICTIM'S COMPENSATION ASSESSMENT (VCA) CRIMINAL ONLY
ellis,BOJD,,,FALSE,FALSE,5,125,BOND INITIAL FILING JAIL FUND FEE
ellis,TEXT,,,FALSE,FALSE,6,115.87,RE-COMMITMENT OF DEFENDANT BY BONDSMAN AND MAKING TWO COPIES
ellis,IDEA,,,FALSE,FALSE,7,105,DPS IMPAIRED DRIVER DATABASE FEE
ellis,BWIFAR,,,FALSE,FALSE,2,100,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO RE
ellis,DRUG,,,FALSE,FALSE,1,100,DRUG ABUSE EDUCATION/TREATMENT FEE (MENTAL HEALTH)
ellis,AC22,,,FALSE,FALSE,1,97.2,SHERIFF'S SERVICE & INCARCERATION FEE-4 DAYS AT 90%
ellis,DADRUG,,,FALSE,FALSE,1,90,DISTRICT ATTORNEY DRUG ASSESSMENT
ellis,T,,,FALSE,FALSE,2,87.5,ORIGINAL TRANSCRIPT OF PROCEEDINGS GUILTY PLEA HAD ON THE 22
ellis,CBELT,,,FALSE,FALSE,8,80,COURT COSTS ON SEAT BELT VIOLATION
ellis,MSF,,,FALSE,FALSE,7,70,MAILING SERVICE FEE (PER PERSON)
ellis,NOFe,,,FALSE,FALSE,7,70,NOTICE OF FAILURE TO COMPLY ELECTRONICALLY TRANSFERRED TO TH
ellis,BNDE,,,FALSE,FALSE,13,65,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
ellis,LABC,,,FALSE,FALSE,4,60,LAB ANALYSIS 10% COURT COST
ellis,WICF,,,FALSE,FALSE,8,57.89,WARRANT INTERCEPT 3% COLLECTION FEE
ellis,BWICA,,,FALSE,FALSE,1,50,"BENCH WARRANT ISSUED - CAUSE, JUDGE: JOE JACKSON - BOND AMOU"
ellis,SU,,,FALSE,FALSE,1,50,"SUBPOENA UNSERVED, TAYLOR LYNN HAMILTON, NOT FOUND IN COUNTY"
ellis,WHCP$,,,FALSE,FALSE,1,50,WRIT OF HABEAS CORPUS AD PROSEQUENDUM ISSUED TO SHERIFF Docu
ellis,SFCCC,,,FALSE,FALSE,8,40,ADDITION OF 10% FOR WARRANT COLLECTION
ellis,SFCSF,,,FALSE,FALSE,8,-40,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
ellis,COPY,,,FALSE,FALSE,12,23,COPIES CHARGED-MAKING COPY OF BOND FOR JANE WILCOXSON
ellis,DCADMIN25D,,,FALSE,FALSE,6,22.5,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
ellis,NFC,,,FALSE,FALSE,2,20,"NOTICE OF FAILURE TO COMPLY MAILED - DUE BY: NOVEMBER 8, 202"
ellis,NO,,,FALSE,FALSE,2,20,NOTICE OF WARRANT INTERCEPT Document Available at Court Cler
ellis,CCADMIN25D,,,FALSE,FALSE,6,15,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
ellis,SFIJC,,,FALSE,FALSE,1,15,SHERIFF'S FUND - INMATE JAIL COSTS - DNA FEE
ellis,AC72,,,FALSE,FALSE,1,10.8,DA INCARCERATION FEE - 4 DAYS @ 10%
ellis,AC78,,,FALSE,FALSE,1,10,OKLAHOMA DEPARTMENT OF HEALTH/TRAUMA CARE FUND
ellis,SIM,,,FALSE,FALSE,1,10,"SUBPOENA ISSUED TO DA FOR SERVICE ON ALLI TIMMONS, OSBI Docu"
ellis,AC23,,,FALSE,FALSE,1,6,LAW LIBRARY FEE CIVIL AND CRIMINAL
ellis,O,,,FALSE,FALSE,2,2,ORDER TO DISCHARGE BOND AND MAKING ONE COPY FOR JANE WILCOXS
ellis,CFT,,,FALSE,FALSE,1,1,COURT FUND TRANSFER - PER 28 O.S. 106
garfield,PJIJC,,,FALSE,FALSE,52,68480.4,PRIVATE JAIL INCARCERATION FEE
garfield,BOFPD,,,FALSE,FALSE,8,59000,BOND FORFEITURE TENDER-ORDERED PAID IN CASE (OR BOND)
garfield,FINE,,,FALSE,FALSE,85,33680,FINES PAYABLE TO COUNTY
garfield,SFIJC,,,FALSE,FALSE,21,29229.16,SHERIFF'S FUND - INMATE JAIL COSTS
garfield,SFC,,,FALSE,FALSE,46,23601.46,CASE SENT FOR COLLECTION. BATCH ID: 20221223-5335 - COLLECTI
garfield,CFOWAV,,,FALSE,FALSE,186,-17287.3,"WAIVER OF COURT FINANCIAL OBLIGATION FOR DILL, CHERYL IN THE"
garfield,DCADMIN,,,FALSE,FALSE,190,16913.68,DISTRICT COURT ADMINISTRATIVE FEE
garfield,OCISR,,,FALSE,FALSE,601,16697,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
garfield,CCADMIN,,,FALSE,FALSE,207,14110.84,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
garfield,DAIJC,,,FALSE,FALSE,65,10773.3,DA FEE - INMATE JAIL COSTS
garfield,SIS$,,,FALSE,FALSE,120,10600,"SUBPOENA ISSUED - SHERIFF/ISSUED TO BRYAN HART, JOHN ROBINSO"
garfield,CTS,,,FALSE,FALSE,21,-9804.93,$9308.43 OF THE COST WAIVED PER JUDGE WOODWARD IN THE AMOUNT
garfield,COSTM,,,FALSE,FALSE,95,7885,COURT COSTS ON MISDEMEANOR
garfield,VCA,,,FALSE,FALSE,155,5800,VICTIMS COMPENSATION ASSESSMENT (AC12)
garfield,TCARF,,,FALSE,FALSE,184,5710,TRAUMA CARE ASSISTANCE REVOLVING FUND
garfield,ATFEE,,,FALSE,FALSE,25,5450,COURT APPOINTED ATTORNEY FEE ASSESSED TO DEFENDANT (OIDS)
garfield,BWIFA,,,FALSE,FALSE,102,5100,"BENCH WARRANT ISSUED FAILED TO APPEAR, JUDGE: JOHN MICHAEL -"
garfield,TCS,,,FALSE,FALSE,36,5088.57,TRANSPORT COST - SHERIFF (TRANS DEFT FROM FARFIELD CO DETENT
garfield,COSTF,,,FALSE,FALSE,45,4630,COURT COSTS ON FELONY
garfield,ICSPECP,,,FALSE,FALSE,2,4312,INCARCERATION FEE-PRIVATE JAIL (SPLIT)
garfield,DRUG,,,FALSE,FALSE,41,4100,DRUG ABUSE EDUCATION/TREATMENT FEE (MENTAL HEALTH)
garfield,COSTT,,,FALSE,FALSE,46,4048,TRAFFIC COSTS
garfield,BOJ,,,FALSE,FALSE,151,3775,BOND INITIAL FILING JAIL FUND FEE
garfield,DACPAM,,,FALSE,FALSE,83,2490,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
garfield,DNAO,,,FALSE,FALSE,16,2400,DNA LAB FEE- - PAY TO OSBI
garfield,BO,,,FALSE,FALSE,143,2355,"CASH BOND FOR SOLIS, GRACIELA POSTED BY SOLIS DE HERNANDEZ, "
garfield,DPSFEE,,,FALSE,FALSE,62,2119,DPS PATROL VEHICLE FUND FEE ASSESSMENT
garfield,BWIAR,,,FALSE,FALSE,42,2100,"BENCH WARRANT ISSUED ON APPLICATION TO REVOKE, JUDGE: PAUL W"
garfield,DACPAF,,,FALSE,FALSE,43,2075,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
garfield,SSFCHS,,,FALSE,FALSE,175,1717,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
garfield,CLEET,,,FALSE,FALSE,175,1709,CLEET PENALTY ASSESSMENT
garfield,AFIS,,,FALSE,FALSE,175,1677,AFIS FEE
garfield,FOREN,,,FALSE,FALSE,175,1677,FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
garfield,WAI$,,,FALSE,FALSE,32,1600,"WARRANT OF ARREST ISSUED, JUDGE: DENNIS HLADIK - BOND AMOUNT"
garfield,AFEC,,,FALSE,FALSE,38,1520,AFFIDAVIT OF FINANCIAL INABILITY TO EMPLOY COUNSEL (TIM GUNG
garfield,BWIFC,,,FALSE,FALSE,24,1200,"BENCH WARRANT ISSUED - FAILURE TO COMPLY, JUDGE: DENNIS HLAD"
garfield,LABO,,,FALSE,FALSE,8,1200,LAB ANALYSIS FEE- - PAY TO OSBI LAB
garfield,MELRF,,,FALSE,FALSE,118,1180,MEDICAL EXPENSE LIABILITY REVOLVING FUND
garfield,PFE7,,,FALSE,FALSE,192,1152,LAW LIBRARY FEE
garfield,BOND,,,FALSE,FALSE,7,1037,BOND: 40.00
garfield,SSF,,,FALSE,FALSE,199,990.75,SHERIFF'S SERVICE FEE ON ARRESTS
garfield,O&J,,,FALSE,FALSE,52,930,ORDER & JUDGMENT OF FORFEITURE- CERTIFIED COPY BY CERTIFIED 
garfield,DACPAT,,,FALSE,FALSE,49,912.8,DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
garfield,AC01,,,FALSE,FALSE,38,-900,ADJUSTMENT TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
garfield,AC80,,,FALSE,FALSE,38,900,ADJUSTMENT TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
garfield,CFOCAW,,,FALSE,FALSE,17,850,"COURT FINANCIAL OBLIGATION - COST ARREST WARRANT, JUDGE: TOM"
garfield,CNP,,,FALSE,FALSE,2,-743.62,CASE NOT PROCESSED. BATCH ID: 20200615-3758 - COLLECTION ID:
garfield,ADJUST,,,FALSE,FALSE,354,708.82,ADJUSTING ENTRY: MONIES DUE TO AC09-CARD ALLOCATION
garfield,DCADMIN25,,,FALSE,FALSE,184,690,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
garfield,PR,,,FALSE,FALSE,51,685,"RECOGNIZANCE BOND FOR BARNEY, KORY ALLEN, IN THE AMOUNT OF $"
garfield,SFCM,,,FALSE,FALSE,10,682.48,SENT FOR COLLECTIONS MANUALLY
garfield,WFPDA,,,FALSE,FALSE,16,666.04,WITNESS FEES PAID BY DISTRICT ATTORNEY- KENNETH DAVIS/DA/#92
garfield,CCDUI,,,FALSE,FALSE,4,666,COURT COSTS ON DUI (MUNICIPAL ARREST)
garfield,COSTD,,,FALSE,FALSE,2,666,COURT COSTS ON DUI
garfield,AGVSU,,,FALSE,FALSE,174,511.8,ATTORNEY GENERAL VICTIM SERVICES UNIT
garfield,CHAB,,,FALSE,FALSE,174,511.8,C.H.A.B. STATUTORY FEE
garfield,CCADMIN25,,,FALSE,FALSE,186,465,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
garfield,CRFD,,,FALSE,FALSE,23,460,COURT REPORTER FEE ON DISPOSITION
garfield,AIDS,,,FALSE,FALSE,9,360,APPLICATION FOR INDIGENT DEFENSE
garfield,DACPAD,,,FALSE,FALSE,4,333,DA COUNCIL PROSECUTION ASSESSMENT FOR MUNICIPAL DUI
garfield,MUNI,,,FALSE,FALSE,4,333,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
garfield,BWIAA,,,FALSE,FALSE,6,300,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE, JUDGE: TO"
garfield,REQJTCR,,,FALSE,FALSE,9,270,REQUEST FOR JURY TRIAL
garfield,SFCCC,,,FALSE,FALSE,48,240,ADDITION OF 10% FOR WARRANT COLLECTION
garfield,SFCSF,,,FALSE,FALSE,48,-240,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
garfield,COSTS,,,FALSE,FALSE,7,236.04,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
garfield,NOPCNJ,,,FALSE,FALSE,1,200,NOTICE OF POST CONVICTION APPEAL Document Available (#106502
garfield,WICF,,,FALSE,FALSE,13,173.31,WARRANT INTERCEPT 3% COLLECTION FEE
garfield,CBELT,,,FALSE,FALSE,17,170,COURT COSTS ON SEAT BELT VIOLATION
garfield,BWICA,,,FALSE,FALSE,3,150,"BENCH WARRANT ISSUED - CAUSE, JUDGE: TOM NEWBY - BOND AMOUNT"
garfield,BWIS$,,,FALSE,FALSE,3,150,"BENCH WARRANT ISSUED - SERVICE BY SHERIFF, JUDGE: JOHN MICHA"
garfield,TEXT,,,FALSE,FALSE,2,150,INTERPRETER FEES PAID TO BRUCE ZACHARIAS 1HR 30MIN @ $60.00
garfield,CBWF1,,,FALSE,FALSE,23,115,CLERK'S BENCH WARRANT FEE {TITLE 22 O.S.966A}
garfield,MSF,,,FALSE,FALSE,11,110,MAILING SERVICE FEE (PER PERSON)
garfield,REQCR,,,FALSE,FALSE,5,100,COURT REPORTER FEE AT TRIAL (JURY/NON-JURY/PRELIMINARY)
garfield,SDTIS,,,FALSE,FALSE,2,100,SUBPOENA DUCES TECUM ISSUED - SHERIFF (TO CUSTODIAN OF RECRO
garfield,BNDE,,,FALSE,FALSE,19,95,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
garfield,IDEA,,,FALSE,FALSE,6,90,DPS IMPAIRED DRIVER DATABASE FEE
garfield,NOFe,,,FALSE,FALSE,3,30,NOTICE OF FAILURE TO COMPLY ELECTRONICALLY TRANSFERRED TO TH
garfield,BFR,,,FALSE,FALSE,1,-25,BOND FEE REALLOCATION FROM COURT FUND
garfield,BOJD,,,FALSE,FALSE,1,25,BOND INITIAL FILING JAIL FUND FEE
garfield,WFP,,,FALSE,FALSE,1,20,WITNESS FEES PAID TO REBECCA MARSH VOUCHER # 11735 $10.00 AN
garfield,SFCCCR,,,FALSE,FALSE,2,-10,ADDITION OF 10% FOR WARRANT COLLECTION REVERSED
garfield,SFCSFR,,,FALSE,FALSE,2,10,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%) REVERSED
garfield,DCADMIN25D,,,FALSE,FALSE,1,3.75,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
garfield,AC31,,,FALSE,FALSE,1,-2.5,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
garfield,CCADMIN25D,,,FALSE,FALSE,1,2.5,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
logan,FINE,,,FALSE,FALSE,92,30985,FINES PAYABLE TO COUNTY
logan,SFIJC,,,FALSE,FALSE,80,16740,SHERIFF'S FUND - INMATE JAIL COSTS
logan,OCISR,,,FALSE,FALSE,535,13426,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
logan,VCA,,,FALSE,FALSE,144,10595,VICTIMS COMPENSATION ASSESSMENT (AC12)
logan,ATFEE,,,FALSE,FALSE,47,10205,COURT APPOINTED ATTORNEY FEE ASSESSED TO DEFENDANT (OIDS)
logan,CTFD,,,FALSE,FALSE,33,9950,COURT FUND ASSESSMENT
logan,RECP,,,FALSE,FALSE,9,8736.25,RECEIPT FOR INMATE/DOCUMENTS/DETAINER Document Available (#1
logan,COSTF,,,FALSE,FALSE,77,7873,COURT COSTS ON FELONY
logan,BOFPD,,,FALSE,FALSE,3,7500,BOND FORFEITURE TENDER- PAID IN CASE
logan,SFC,,,FALSE,FALSE,20,6516.2,CASE SENT FOR COLLECTION. BATCH ID: 20240126-754 - COLLECTIO
logan,BWIFA,,,FALSE,FALSE,106,6257.59,"BENCH WARRANT ISSUED FAILED TO APPEAR, JUDGE: LOUIS DUEL - B"
logan,CFOWAV,,,FALSE,FALSE,64,-6199.65,"WAIVER OF COURT FINANCIAL OBLIGATION FOR MCGEE, LINDELL ARLE"
logan,COSTM,,,FALSE,FALSE,73,6054,COURT COSTS ON MISDEMEANOR
logan,DCADMIN,,,FALSE,FALSE,143,5668.14,DISTRICT COURT ADMINISTRATIVE FEE
logan,TCARF,,,FALSE,FALSE,133,5580,TRAUMA CARE ASSISTANCE REVOLVING FUND
logan,CCADMIN,,,FALSE,FALSE,202,5148.39,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
logan,AIDS,,,FALSE,FALSE,83,3320,"PAUPER'S AFFIDAVIT Pursuant to 12 O.S. § 39, Document Availa"
logan,BOJ,,,FALSE,FALSE,130,3250,BOND INITIAL FILING JAIL FUND FEE
logan,DACPAF,,,FALSE,FALSE,71,3075,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
logan,DPSFEE,,,FALSE,FALSE,41,2699,DPS PATROL VEHICLE FUND FEE ASSESSMENT
logan,BWIFAP,,,FALSE,FALSE,45,2250,"BENCH WARRANT ISSUED FAILED TO APPEAR AND PAY, JUDGE: LOUIS "
logan,BO,,,FALSE,FALSE,130,2125,"SURETY BOND FOR WADE, MARK ANTHONY POSTED BY COX, LATOSHA MO"
logan,DACPAM,,,FALSE,FALSE,72,2010,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
logan,COSTD,,,FALSE,FALSE,6,1998,COURT COSTS ON DUI
logan,SIS$,,,FALSE,FALSE,39,1920,SUBPOENA ISSUED - SHERIFF
logan,WHCI,,,FALSE,FALSE,13,1895.96,WRIT OF HABEAS CORPUS AD PROSEQUENDUM ISSUED TO LOGAN COUNTY
logan,COSTT,,,FALSE,FALSE,21,1848,TRAFFIC COSTS
logan,DAIJC,,,FALSE,FALSE,80,1824,DA FEE - INMATE JAIL COSTS
logan,WAI$,,,FALSE,FALSE,35,1710,"WARRANT OF ARREST ISSUED, JUDGE: WILLIAM WHEELER COUNT 1 - A"
logan,BWIAR,,,FALSE,FALSE,34,1709.92,"BENCH WARRANT ISSUED ON APPLICATION TO REVOKE, JUDGE: LOUIS "
logan,SSFCHS,,,FALSE,FALSE,161,1604.5,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
logan,CLEET,,,FALSE,FALSE,163,1581.5,CLEET PENALTY ASSESSMENT
logan,AFIS,,,FALSE,FALSE,163,1420.5,AFIS FEE
logan,FOREN,,,FALSE,FALSE,163,1419.5,FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
logan,TCS,,,FALSE,FALSE,10,1378.87,TRANSPORT COST - SHERIFF
logan,MELRF,,,FALSE,FALSE,133,1330,MEDICAL EXPENSE LIABILITY REVOLVING FUND
logan,JIF,,,FALSE,FALSE,1,1325.93,JURY IMPANELMENT FEE
logan,PR,,,FALSE,FALSE,58,1205,"RECOGNIZANCE BOND FOR WADE, MARK ANTHONY POSTED BY WADE, MAR"
logan,BWIAA,,,FALSE,FALSE,22,1135.45,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE, JUDGE: PH"
logan,CFOCTS,,,FALSE,FALSE,11,-1121.1,INCARCERATION CREDITS FOR TIME SERVED IN LIEU OF PAYMENT FOR
logan,CRFD,,,FALSE,FALSE,55,1100,COURT REPORTER FEE ON DISPOSITION
logan,PFE7,,,FALSE,FALSE,180,1080,LAW LIBRARY FEE
logan,SSF,,,FALSE,FALSE,181,902.25,SHERIFF'S SERVICE FEE ON ARRESTS
logan,ADJUST,,,FALSE,FALSE,347,830.27,ADJUSTING ENTRY: MONIES DUE TO AC09-CARD ALLOCATION
logan,AC01,,,FALSE,FALSE,37,-825,ADJUSTMENT TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
logan,AC80,,,FALSE,FALSE,37,825,ADJUSTMENT TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
logan,CCDUI,,,FALSE,FALSE,4,666,COURT COSTS ON DUI (MUNICIPAL ARREST)
logan,TR,,,FALSE,FALSE,3,612.5,"TRANSCRIPT OF PRELIMINARY HEARING HAD ON JANUARY 8, 2007 BEF"
logan,LABO,,,FALSE,FALSE,4,600,LAB ANALYSIS FEE- - PAY TO OSBI LAB
logan,AFD,,,FALSE,FALSE,4,586.43,AFFIDAVIT OF WITNESS ATTENDANCE AND STATE'S WITNESS FUND CLA
logan,DCADMIN25,,,FALSE,FALSE,144,540,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
logan,AGVSU,,,FALSE,FALSE,161,481.3,ATTORNEY GENERAL VICTIM SERVICES UNIT
logan,CHAB,,,FALSE,FALSE,161,481.3,C.H.A.B. STATUTORY FEE
logan,WHCS,,,FALSE,FALSE,2,478.1,WRIT OF HABEAS CORPUS AD PROSEQUENDUM RETURNED FROM LOGAN CO
logan,MUNI,,,FALSE,FALSE,4,416.25,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
logan,DRUG,,,FALSE,FALSE,8,410,DRUG ABUSE EDUCATION/TREATMENT FEE (MENTAL HEALTH)
logan,CCADMIN25,,,FALSE,FALSE,163,407.5,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
logan,O&J,,,FALSE,FALSE,20,385.8,ORDER AND JUDGMENT OF FORFEITURE ISSUED BY CERTIFIED MAIL TO
logan,DACPAT,,,FALSE,FALSE,18,348.8,DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
logan,RETJS$,,,FALSE,FALSE,4,311.91,JUDGMENT AND SENTENCE WITH ATTACHMENT A RETURNED FROM LOGAN 
logan,DORJT,,,FALSE,FALSE,1,300,"NOTICE OF INTENT TO APPEAL; ORDER DETERMINING INDIGENCY, APP"
logan,TCARFF,,,FALSE,FALSE,1,300,TRAUMA CARE ASSISTANCE REVOLVING FUND FINE
logan,DACPAD,,,FALSE,FALSE,3,249.75,DA COUNCIL PROSECUTION ASSESSMENT FOR MUNICIPAL DUI
logan,CBWF1,,,FALSE,FALSE,48,240,CLERK'S BENCH WARRANT FEE {TITLE 22 O.S.966A}
logan,BFR,,,FALSE,FALSE,8,-200,BOND FEE REALLOCATION FROM COURT FUND
logan,BOJD,,,FALSE,FALSE,8,200,BOND INITIAL FILING JAIL FUND FEE
logan,DORNJT,,,FALSE,FALSE,1,200,"NOTICE OF INTENT TO APPEAL; ORDER DETERMINING INDIGENCY, APP"
logan,T&2,,,FALSE,FALSE,1,199.5,"PRELIMINARY HEARING HAD ON THE 19TH DAY OF JULY, 2022 BEFORE"
logan,WINC,,,FALSE,FALSE,16,160,NOTICE OF CLAIM OKLAHOMA TAX COMMISSION WARRANT INTERCEPT
logan,BWIFP,,,FALSE,FALSE,3,150,"BENCH WARRANT ISSUED FAILED TO PAY, JUDGE: LOUIS DUEL - BOND"
logan,DNAO,,,FALSE,FALSE,1,150,DNA LAB FEE- - PAY TO OSBI
logan,IDEA,,,FALSE,FALSE,10,150,DPS IMPAIRED DRIVER DATABASE FEE
logan,T,,,FALSE,FALSE,1,140,"TRANSCRIPT OF PRELIMINARY HEARING TAKEN ON OCTOBER 15, 2018 "
logan,BWIFC,,,FALSE,FALSE,2,100,"BENCH WARRANT ISSUED - FAILURE TO COMPLY, JUDGE: LOUIS DUEL "
logan,RET,,,FALSE,FALSE,2,100,ARREST WARRANT RETURNED FROM LOGAN COUNTY SHERIFF-SERVED COD
logan,SS,,,FALSE,FALSE,2,100,SUBPOENA RETURNED FROM LOGAN COUNTY SHERIFF SERVED LEO MANN 
logan,RESP,,,FALSE,FALSE,1,98.25,RECEIPT FOR INMATE/DOCUMENTS/DETAINER Pursuant to 12 O.S. § 
logan,BNDE,,,FALSE,FALSE,16,80,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
logan,CBELT,,,FALSE,FALSE,7,70,COURT COSTS ON SEAT BELT VIOLATION
logan,REQJTCR,,,FALSE,FALSE,2,60,REQUEST FOR JURY TRIAL
logan,J&S,,,FALSE,FALSE,1,50,JUDGMENT AND SENTENCE RETURNED FROM LOGAN COUNTY SHERIFF DEL
logan,OTC,,,FALSE,FALSE,1,50,ORDER TO CONDUCT OFFENDER ACCOUNTABILITY PLAN FOR THE DELAYE
logan,CRIJC,,,FALSE,FALSE,1,36,DA COUNCIL REVOLVING FUND - INMATE JAIL COSTS
logan,COSTS,,,FALSE,FALSE,1,33.72,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
logan,DCADMIN25D,,,FALSE,FALSE,8,30,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
logan,CCADMIN0,,,FALSE,FALSE,1,24,COURT CLERK ADMINISTRATION FEE ON COLLECTIONS
logan,CCADMIN25D,,,FALSE,FALSE,8,20,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
logan,NOFe,,,FALSE,FALSE,2,20,NOTICE OF FAILURE TO COMPLY ELECTRONICALLY TRANSFERRED TO TH
logan,DRUGA,,,FALSE,FALSE,3,18,DRUG ABUSE EDUCATION TREATMENT ADMINISTRATIVE FEE
logan,TEXT,,,FALSE,FALSE,2,15.92,RETURN FROM LOGAN COUNTY SHERIFF-DELIVERED TUCARA TAYLOR TO 
logan,COPY,,,FALSE,FALSE,3,13,COPIES CHARGED
logan,AC31,,,FALSE,FALSE,2,-5,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
logan,LT,,,FALSE,FALSE,1,3.5,LETTER FROM DEFT. REQUESTING COURT PAPERS-SENT COPY OF DOCKE
oklahoma,DTFR,,,FALSE,FALSE,3,18850,DRUG TRAFFICKING FINES - REVOLVING FUND--**S/B AC33
oklahoma,DTFA,,,FALSE,FALSE,2,18750,DRUG TRAFFICKING FINES-ARRESTING AGENCY
oklahoma,DTFC,,,FALSE,FALSE,2,18750,DRUG TRAFFICKING FINES-COURT FUND
oklahoma,DTFE,,,FALSE,FALSE,2,18750,DRUG TRAFFICKING FINES-DEPARTMENT OF EDUCATION DRUG ABUSE RE
oklahoma,BOFTO,,,FALSE,FALSE,4,18500,BOND FORFEITURE TENDER PAID TO STATE
oklahoma,SFC,,,FALSE,FALSE,72,17077.87,CASE SENT FOR COLLECTION. BATCH ID: 20191015-9486 - COLLECTI
oklahoma,OCISR,,,FALSE,FALSE,520,12658,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
oklahoma,FINE,,,FALSE,FALSE,130,11540,FINES PAYABLE TO COUNTY
oklahoma,COSTF,,,FALSE,FALSE,93,9534,COURT COSTS ON FELONY
oklahoma,VCA,,,FALSE,FALSE,105,9390,VICTIMS COMPENSATION ASSESSMENT (AC12)
oklahoma,TCARF,,,FALSE,FALSE,136,6760,TRAUMA CARE ASSISTANCE REVOLVING FUND
oklahoma,WAI$,,,FALSE,FALSE,108,5280,WARRANT OF ARREST ISSUED
oklahoma,DNAO,,,FALSE,FALSE,31,4650,DNA LAB FEE- - PAY TO OSBI
